ア	0000000001	0000000002	0000000003	0000000004
アア	0000000005
アサボラケアリアケノツキト	0000000312
アザレアウ	0000019410
アアマウシ	0000000006
アアモウシ	0000019249
アリアウ	0000019537
アカアカト	0000000042	0000000043
アクガレアリカ	0000000183
トモアレカクモアレ	0000012393
アカザノアツモノ	0000000059
アダアダシカラ	0000000452
アダアダシカリ	0000000452
アダアダシカル	0000000452
アダアダシカレ	0000000452
ナマアラアラシカラ	0000012938
ナマアラアラシカリ	0000012938
ナマアラアラシカル	0000012938
ナマアラアラシカレ	0000012938
アハアハシカラ	0000000596
アハアハシカリ	0000000596
アハアハシカル	0000000596
アハアハシカレ	0000000596
アラアラシカラ	0000000899	0000000900
アラアラシカリ	0000000899	0000000900
アラアラシカル	0000000899	0000000900
アラアラシカレ	0000000899	0000000900
アレカニモアラズ	0000001068
アユミアリカ	0000000890
アクガレアリキ	0000000183
アガタアリキ	0000000069
アクガレアリク	0000000183
アクガレアリケ	0000000183
アトアガリ	0000000553
アキニアキヌ	0000000152
アリアケノツキ	0000000981
アダアダシキ	0000000452
ナマアラアラシキ	0000012938
アハアハシキ	0000000596
アラアラシキ	0000000899	0000000900
アユミアリキ	0000000890
アコメアフギ	0000000245
アンラクアンサクデン	0000001144
アリアケノツクヨ	0000000982
アダアダシク	0000000452
ナマアラアラシク	0000012938
アハアハシク	0000000596
アラアラシク	0000000899	0000000900
アユミアリク	0000000890
アダアダシケレ	0000000452
ナマアラアラシケレ	0000012938
アハアハシケレ	0000000596
アラアラシケレ	0000000899	0000000900
アケアハス	0000000208
アケアハスル	0000000208
アケアハスレ	0000000208
アケアワス	0000019381
アケアハセ	0000000208
アケアハセヨ	0000000208
アリアケノ	0000000980
アユミアリケ	0000000890
アリアケヤ	0000000983
アリアケ	0000000979
アサナアサナ	0000000298
アスアサテ	0000000417
サモアラバアレ	0000007998
アザアザト	0000000248
アザレアハ	0000000340
アザレアヒ	0000000340
アザレアフ	0000000340
アザレアヘ	0000000340
アダアダシ	0000000452
アリトシアル	0000001019
ナマアラアラシ	0000012938
アメノアシ	0000000832
アハアハシ	0000000596
アラアラシ	0000000899	0000000900
アワアワシ	0000019555
アア申シ	0000000006
アリアハス	0000000984
アリアハスル	0000000984
アリアハスレ	0000000984
アリアワス	0000019538
アズマアソビ	0000019444
アルニモアラズ	0000001055
アレニモアラズ	0000001071
アリアハセヨ	0000000984
アリアハセ	0000000984
アヅマアソビ	0000000524
アタアタ	0000000451
アツアツト	0000000494
アリアリテ	0000000988
アリトアル	0000001017
アフナアフナ	0000000686
アリアハ	0000000985	0000000986
アリアヒ	0000000985	0000000986
アリアフ	0000000985	0000000986
アリアヘ	0000000985	0000000986
アラアラ	0000000897	0000000898
アリアリ	0000000987
アイ	0000019250
アイイウ	0000019251
イイアツカウ	0000019591
イイアツコウ	0000019592
アサイリヨウイ	0000019390
テイジインノウタアワセ	0000023401
アイオイ	0000019253
イリアイノカネ	0000019972
アイシライ	0000019269
イイアラワス	0000019594
イイアワス	0000019595
イイアツム	0000019593
イリアイ	0000019971
アイイル	0000019252
イロアイ	0000019979
アウシウカイダウ	0000000030
カンピヨウノオオントキキサイノミヤウタアワセ	0000021316
クワンピヤウノオホントキキサイノミヤウタアハセ	0000006116
アオイノウエ	0000019310
オモイアツカウ	0000020739
オモイアツコウ	0000020740
ニオイアウ	0000023803
オモイアウ	0000020735
アイオモウ	0000019254
アウイカ	0000000026
アイギヤウヅカ	0000000009
アイシヤウカ	0000000014
アイシヨウカ	0000019268
イラカヲアラソウ	0000019970
アイカタラウ	0000019255
アイカタロウ	0000019256
アカイロノハウ	0000000045
アカイロノホウ	0000019353
アウイキ	0000000026
イキアウ	0000019755
アイギヤウヅキ	0000000009
アイキヨウゲン	0000019260
イウベキニモアラズ	0000019697
イウベキニアラズ	0000019696
ドキヨウアラソイ	0000023660
ヘイアンキヤウ	0000015397
ヘイアンキヨウ	0000024354
アイキヤウ	0000000007
アイキヨウ	0000019259
アイギヤウヅク	0000000009
アイギヨウヅク	0000019262
アイギヤウヅケ	0000000009
イソギアウ	0000019833
アイギヤウ	0000000008
アイギヨウ	0000019261
アウイク	0000000026
イウベクモアラズ	0000019698
テントクヨネンダイリウタアハセ	0000011995
テントクヨネンダイリウタアワセ	0000023439
アウイケ	0000000026
アイゲウ	0000000010
アサヰレウイ	0000000344
アイシヤウ	0000000013
アイシユウ	0000019266
アイシヨウ	0000019267
アイシラウ	0000019270
アイシロウ	0000019272
テイジヰンノウタアハセ	0000011814
ヘイアンジヤウ	0000015398
ヘイアンジヨウ	0000024355
ウスフタアイ	0000020128
アイソウ	0000019278
イデアウ	0000019893
イトナミアウ	0000019912
アイユウ	0000019290
アマエイタカラ	0000000723
アマエイタカリ	0000000723
アマエイタカル	0000000723
アマエイタカレ	0000000723
アイカマエテ	0000019257
イキモツギアエズ	0000019765
アマエイタキ	0000000723
エイアク	0000020261
アマエイタク	0000000723
アマエイタケレ	0000000723
アマエイタシ	0000000723
アエシライ	0000019298
イエアルジ	0000019703
イエニアリ	0000019715
アオイ	0000019308
アマオオイ	0000019487
オコナイアカス	0000020575
オモイアカス	0000020736
アオイカツラ	0000019309
カラアオイ	0000021226
アオイロスガタ	0000019313
オモイアガル	0000020737
チイオアキ	0000023225
アオヤギノイト	0000019348
オモイアリク	0000020744
アオサブライ	0000019325
シオアイ	0000022245
オモイアワス	0000020745
オモイアナズル	0000020742
ノチノアオイ	0000023944
アオイマツリ	0000019311
オモイアツム	0000020741
オモイアツ	0000020738
オモイアマル	0000020743
ヤオアイ	0000024974
アオイロ	0000019312
オンアイ	0000003869
アカイ	0000019352
アガイモノノツカサ	0000019359
アツカイグサ	0000019465
モテアツカイグサ	0000024888
アマグリノツカイ	0000019493
カケアイ	0000021094
アスカイマサツネ	0000019433
シイカアハセ	0000008264
シイカアワセ	0000022234
シカルアイダ	0000022283
アイラシカラ	0000000025
アイラシカリ	0000000025
アイラシカル	0000000025
アイラシカレ	0000000025
カイモトアルジ	0000003953
イアカス	0000019588
カイアワセ	0000020978
イラカヲアラソフ	0000002100
イラカアラタマル	0000002099
アイダチナカラ	0000000016
アイダチナカリ	0000000016
アイダチナカル	0000000016
アイダチナカレ	0000000016
アイダテナカラ	0000000017
アイダテナカリ	0000000017
アイダテナカル	0000000017
アイダテナカレ	0000000017
アツカイ	0000019464
モノアツカイ	0000024909
イヒアツカハ	0000001845
イヒアツカヒ	0000001845
イヒアツカフ	0000001845
イヒアツカヘ	0000001845
アイナカラ	0000000022
アイナカリ	0000000022
アイナカル	0000000022
アイナカレ	0000000022
イカニモアレ	0000001214
イリアヒノカネ	0000002112
アカイロ	0000000044
アガイ	0000019358
ニガニガシイツマデアラシ	0000013159
アサガレイノマ	0000019394
アヤイガサ	0000019512
アサガレイ	0000019393
アイガタシ	0000019258
アヲイロスガタ	0000001088
アテガイ	0000019473
アラガイ	0000019525
イキモツギアヘズ	0000001257
アライハクセキ	0000019522
アキナイグチ	0000019368
アイラシキ	0000000025
イフベキニモアラズ	0000001948
イフベキニアラズ	0000001947
アイダチナキ	0000000016
アイダテナキ	0000000017
チイホアキ	0000011145
アイナキ	0000000022
アキナイ	0000019367
アライキヌ	0000019521
イキアハ	0000001236
イキアヒ	0000001236
アイビキ	0000019287
イキアフ	0000001236
イキアヘ	0000001236
ユキアイ	0000025086
イソギアハ	0000001387
イソギアヒ	0000001387
イソギアフ	0000001387
イソギアヘ	0000001387
イツヘノアフギ	0000001632
アヲヤギノイト	0000001120
アノクタラサンミヤクサンボダイ	0000000592
アイラシク	0000000025
アイジヤク	0000019273
クイアワス	0000021558
イズクハアレド	0000019806
イフベクモアラズ	0000001949
クルマアラソイ	0000021628
アイダチナク	0000000016
アイダテナク	0000000017
クチアイ	0000021588
アイクチ	0000019263
